Date,Close,High,Low,Open,Volume,Company
1/3/2022,903.354248046875,920.246656397829,898.79135068729,919.4214181467163,2013140,CIPLA.NS
1/4/2022,897.2865600585938,910.1014841007668,893.403253333969,910.1014841007668,1238138,CIPLA.NS
1/5/2022,901.461181640625,904.6163686298529,892.1897978770374,899.4709986214094,1407995,CIPLA.NS
1/6/2022,895.1022338867188,908.6452784520774,892.4809898975267,901.4611370379303,1384402,CIPLA.NS
1/7/2022,888.063720703125,899.6165820943361,886.7045396260793,899.3738754201893,1546099,CIPLA.NS
1/10/2022,889.471435546875,891.0732640512211,882.1417058032612,888.0637249791337,1637506,CIPLA.NS
1/11/2022,889.228759765625,894.8595429776586,886.3648090464902,890.7335293539483,1578147,CIPLA.NS
1/12/2022,879.7631225585938,891.607219545936,874.9089893059581,891.607219545936,2090537,CIPLA.NS
1/13/2022,897.0924072265625,902.0436589876151,882.1902409680605,885.3939572519417,2739659,CIPLA.NS
1/14/2022,894.6168212890625,905.7813286,889.5685105008708,899.03407100827,2321761,CIPLA.NS
1/17/2022,883.6464844,893.3547514868885,882.4814804706614,888.8889130626839,1058857,CIPLA.NS
1/18/2022,875.8313598632812,887.9181052714819,872.2392891044298,883.6465032039665,1830577,CIPLA.NS
1/19/2022,869.52099609375,875.2973678111097,859.278726551168,873.7925982103307,1413292,CIPLA.NS
1/20/2022,856.60888671875,873.6469421440211,854.375997233494,868.8898677694937,1614683,CIPLA.NS
1/21/2022,842.1435547,854.3274167919748,834.9108845921572,854.3274167919748,1669132,CIPLA.NS
1/24/2022,866.0745239257812,868.8899452154552,842.1436799818026,846.0755164863343,4992078,CIPLA.NS
1/25/2022,879.2293090820312,882.481555137864,855.3954639021036,865.3950272770647,2322693,CIPLA.NS
1/27/2022,900.538818359375,904.3250661707702,861.1232782538627,874.7148519805303,7859401,CIPLA.NS
1/28/2022,905.05322265625,914.5187833115447,890.6849988457919,899.5194984222425,2428175,CIPLA.NS
1/31/2022,917.4312133789062,922.2853467830274,903.4998742109017,911.6062532939608,2008278,CIPLA.NS
2/1/2022,918.7904663085938,931.0228597420659,911.4121474044069,920.3437654,2033319,CIPLA.NS
2/2/2022,924.0328369140625,930.5373876247403,917.1885205617876,917.9166405834033,1735750,CIPLA.NS
2/3/2022,924.9551391601562,929.0811526384356,916.9943483629171,925.1978458353491,1116446,CIPLA.NS
2/4/2022,918.4991455078125,929.809300613603,912.5771261569165,923.4989268689009,1428601,CIPLA.NS
2/7/2022,906.072509765625,919.3728468561662,900.0048431417063,918.596197379216,949273,CIPLA.NS
2/8/2022,920.3922729492188,923.2562236642841,903.936747963596,906.072578628453,1812035,CIPLA.NS
2/9/2022,940.0029907226562,944.1290043664169,922.528109407905,926.945359222666,2513281,CIPLA.NS
2/10/2022,946.6045532226562,948.8374427610776,934.9061034468448,940.731063592931,2044733,CIPLA.NS
2/11/2022,930.5374145507812,947.5754116986863,925.197867571095,928.5957611036226,1292417,CIPLA.NS
2/14/2022,927.0424194335938,934.809032865214,911.4606038327593,919.3728649680455,2346622,CIPLA.NS
